date,time,tempC,tempF,pressurePA,presureMB,light,R,G,B,heading,magnetometer0,magnetometer1,magnetometer2,accelX,accelY,accelZ,anal0,anal1,anal2,anal3,leds
2018-03-12,14:35,22.43,72.37,97920.42,979.2,617,109,111,114,335.27,2092,-1230,-5120,-0.01,0.05,1.0,0.519,0.606,0.531,0.612,OFF
2018-03-12,15:05,22.19,71.94,97889.3,978.89,526,110,111,115,335.61,2091,-1193,-5095,-0.01,0.05,0.99,0.525,0.576,0.579,0.564,OFF
2018-03-12,15:35,21.65,70.97,97883.57,978.84,384,110,112,115,334.42,2120,-1252,-5060,-0.01,0.05,1.0,0.537,0.591,0.543,0.636,OFF
2018-03-12,16:05,21.25,70.25,97896.83,978.97,290,109,111,116,335.15,2138,-1279,-5131,-0.01,0.05,1.0,0.522,0.603,0.534,0.606,OFF
2018-03-12,16:35,20.83,69.5,97910.52,979.11,216,108,110,115,333.61,2120,-1252,-5125,-0.01,0.05,1.01,0.519,0.594,0.549,0.579,OFF
2018-03-12,17:05,20.62,69.12,97901.38,979.01,157,108,112,116,334.06,2154,-1239,-5154,-0.01,0.05,0.99,0.525,0.603,0.531,0.621,OFF
2018-03-12,17:35,20.34,68.6,97888.93,978.89,98,109,111,117,335.26,2112,-1227,-5161,-0.02,0.04,1.0,0.567,0.546,0.552,0.627,OFF
2018-03-12,18:05,19.99,67.99,97861.76,978.62,58,105,109,118,333.91,2121,-1217,-5137,-0.01,0.05,1.0,0.525,0.6,0.534,0.606,OFF
2018-03-12,18:35,19.74,67.53,97846.2,978.46,27,103,113,122,334.15,2158,-1228,-5129,-0.01,0.05,1.01,0.54,0.615,0.531,0.633,OFF
2018-03-12,19:05,19.57,67.22,97840.29,978.4,2,127,127,127,334.14,2151,-1222,-5168,-0.01,0.05,1.0,0.531,0.579,0.567,0.555,OFF
2018-03-12,19:35,21.83,71.3,97851.38,978.51,69,225,181,177,335.65,2129,-1239,-5117,-0.01,0.04,1.0,0.579,0.528,0.588,0.567,OFF
2018-03-12,20:05,23.11,73.6,97847.86,978.48,69,225,181,177,333.94,2097,-1216,-5038,-0.01,0.04,1.0,0.57,0.543,0.558,0.6,OFF
2018-03-12,20:35,23.79,74.83,97849.78,978.5,63,226,186,182,334.59,2117,-1190,-5100,-0.01,0.05,1.01,0.564,0.531,0.594,0.537,OFF
2018-03-12,21:05,24.07,75.33,97836.46,978.36,66,224,181,177,334.31,2082,-1220,-5011,-0.01,0.05,1.0,0.558,0.567,0.546,0.618,OFF
2018-03-12,21:35,24.58,76.25,97816.58,978.17,172,231,195,194,334.52,2096,-1198,-5059,-0.01,0.05,1.0,0.519,0.576,0.567,0.546,OFF
2018-03-12,22:05,24.84,76.71,97790.57,977.91,186,230,193,193,334.98,2090,-1182,-5044,-0.01,0.05,1.0,0.513,0.603,0.54,0.594,OFF
2018-03-12,22:35,25.34,77.62,97773.96,977.74,187,229,193,192,334.26,2089,-1191,-5062,-0.01,0.05,1.0,0.54,0.576,0.528,0.618,OFF
2018-03-12,23:05,25.78,78.41,97757.1,977.57,393,166,133,138,334.26,2096,-1194,-5032,-0.01,0.05,1.0,0.567,0.522,0.591,0.546,ON
2018-03-12,23:35,25.82,78.48,97716.79,977.17,388,165,132,137,334.26,2067,-1199,-5043,-0.01,0.05,0.99,0.525,0.561,0.564,0.534,ON
